#{"t_start": 1544913564.4605901, "env_id": "FrozenLake8x8-v0"}
r,l,t
0.0,15,30.526717
0.0,33,30.544679
0.0,87,30.584795
0.0,30,30.600381
0.0,35,30.617162
0.0,7,30.620731
0.0,8,30.62821
0.0,56,30.659631
0.0,12,30.667232
0.0,49,30.69373
0.0,60,30.737545
0.0,28,30.752843
0.0,46,30.78414
0.0,60,30.841312
0.0,52,30.887755
0.0,21,30.903591
0.0,21,30.919975
0.0,29,30.937999
0.0,17,30.949944
0.0,14,30.961973
0.0,15,30.972909
0.0,30,30.993783
0.0,19,31.006298
0.0,31,31.045812
0.0,30,31.073305
0.0,32,31.09927
0.0,11,31.106061
0.0,10,31.28273
0.0,15,31.292143
0.0,48,31.321662
0.0,37,31.347997
0.0,15,31.355994
0.0,17,31.36406
0.0,53,31.413308
0.0,18,31.425136
0.0,16,31.437345
0.0,43,31.468459
0.0,7,31.472276
0.0,56,31.512903
0.0,105,31.582542
0.0,9,31.587816
0.0,29,31.612859
0.0,49,31.640535
0.0,32,31.659129
0.0,23,31.671798
0.0,42,31.694946
0.0,5,31.697773
0.0,15,31.706341
0.0,73,31.750699
0.0,27,31.767408
0.0,68,31.811091
0.0,24,31.824832
0.0,77,31.901675
0.0,23,31.922144
0.0,18,31.936001
0.0,15,31.949791
0.0,44,31.982467
0.0,24,32.190545
0.0,13,32.202764
0.0,31,32.234241
0.0,13,32.242136
0.0,72,32.288946
0.0,48,32.310786
0.0,12,32.316394
0.0,10,32.322189
0.0,18,32.331845
0.0,25,32.345598
0.0,13,32.352385
0.0,21,32.365499
0.0,34,32.399025
0.0,21,32.410957
0.0,40,32.432496
0.0,30,32.448834
0.0,42,32.474104
0.0,57,32.511266
0.0,32,32.529909
0.0,11,32.53697
0.0,34,32.557504
0.0,52,32.590291
0.0,26,32.607554
0.0,26,32.624435
0.0,23,32.639153
0.0,69,32.680793
0.0,50,32.730126
0.0,48,32.770769
0.0,12,32.780505
0.0,87,32.84326
0.0,24,32.861856
0.0,19,33.054201
0.0,17,33.063405
0.0,79,33.113664
0.0,58,33.148021
0.0,24,33.163201
0.0,42,33.190905
0.0,149,33.328313
0.0,13,33.336038
0.0,44,33.363334
0.0,18,33.373646
0.0,9,33.378818
0.0,5,33.381538
0.0,32,33.400275
0.0,42,33.425902
0.0,8,33.430616
0.0,29,33.448154
0.0,13,33.456068
0.0,10,33.461742
0.0,11,33.467803
0.0,17,33.477936
0.0,110,33.545951
0.0,65,33.583749
0.0,79,33.6268
0.0,33,33.644834
0.0,18,33.655208
0.0,18,33.664237
0.0,14,33.672836
0.0,11,33.679477
0.0,25,33.694586
0.0,11,33.700891
0.0,45,33.8615
0.0,14,33.869757
0.0,59,33.909417
0.0,18,33.918354
0.0,47,33.948958
0.0,15,33.95596
0.0,57,33.989636
0.0,20,34.000361
0.0,145,34.084597
0.0,119,34.154827
0.0,54,34.189909
0.0,28,34.209529
0.0,53,34.246631
0.0,17,34.257439
0.0,11,34.265814
0.0,11,34.272596
0.0,16,34.284868
0.0,51,34.31668
0.0,54,34.348753
0.0,11,34.354841
0.0,12,34.3639
0.0,44,34.390882
0.0,43,34.418666
0.0,36,34.440299
0.0,42,34.467986
0.0,31,34.627404
0.0,26,34.650436
0.0,49,34.687255
0.0,34,34.716224
0.0,28,34.740446
0.0,46,34.775306
0.0,64,34.815679
0.0,22,34.828094
0.0,85,34.878942
0.0,27,34.8937
0.0,81,34.938324
0.0,63,34.974638
0.0,24,34.988725
0.0,54,35.023178
0.0,52,35.057904
0.0,37,35.078598
0.0,40,35.102378
0.0,87,35.152541
0.0,37,35.171775
0.0,42,35.199449
0.0,41,35.222553
0.0,47,35.24801
0.0,31,35.414444
0.0,15,35.425205
0.0,35,35.448407
0.0,23,35.464191
0.0,42,35.493752
0.0,22,35.515836
0.0,27,35.534168
0.0,28,35.557905
0.0,20,35.57326
0.0,31,35.595966
0.0,37,35.620897
0.0,27,35.63444
0.0,64,35.671463
0.0,55,35.700818
0.0,14,35.70873
0.0,11,35.723065
0.0,27,35.739475
0.0,7,35.743634
0.0,17,35.756129
