#{"t_start": 1544865645.1939268, "env_id": "FrozenLake8x8-v0"}
r,l,t
0.0,20,31.925877
0.0,21,31.936916
0.0,28,31.951901
0.0,13,31.987285
0.0,16,31.995293
0.0,10,32.000108
0.0,37,32.019438
0.0,54,32.046744
0.0,12,32.081035
0.0,23,32.092965
0.0,14,32.09953
0.0,18,32.108321
0.0,12,32.114851
0.0,11,32.120739
0.0,17,32.130559
0.0,5,32.133228
0.0,30,32.181927
0.0,33,32.196167
0.0,19,32.204343
0.0,100,32.280101
0.0,11,32.285802
0.0,26,32.297692
0.0,11,32.302318
0.0,29,32.316337
0.0,9,32.32344
0.0,10,32.356071
0.0,42,32.375844
0.0,54,32.400338
0.0,15,32.407245
0.0,24,32.447148
0.0,17,32.456343
1.0,58,32.484948
0.0,19,32.494962
0.0,166,32.65386
0.0,74,32.69322
0.0,11,32.698808
0.0,7,32.702148
0.0,12,32.707842
0.0,9,32.712711
0.0,96,32.794806
0.0,9,32.799006
0.0,13,32.804772
1.0,92,32.88166
0.0,5,32.884051
0.0,32,32.898456
0.0,14,32.93121
0.0,80,32.967021
0.0,62,33.030531
0.0,13,33.036721
0.0,21,33.04743
0.0,35,33.064154
0.0,42,33.117369
0.0,14,33.124358
0.0,20,33.134706
0.0,40,33.155682
0.0,14,33.162837
0.0,21,33.176177
0.0,44,33.243744
0.0,8,33.248095
0.0,18,33.262974
0.0,7,33.26645
0.0,16,33.281883
0.0,148,33.417495
0.0,43,33.481677
0.0,30,33.49766
0.0,19,33.509217
0.0,12,33.515214
0.0,12,33.520678
0.0,28,33.536525
0.0,7,33.539992
0.0,33,33.586629
0.0,10,33.591576
0.0,37,33.612401
0.0,15,33.622936
0.0,28,33.63696
0.0,11,33.643028
0.0,38,33.690778
0.0,12,33.697044
0.0,10,33.703054
0.0,14,33.711332
0.0,44,33.741796
0.0,22,33.795181
0.0,13,33.80659
0.0,8,33.811229
0.0,34,33.841171
0.0,7,33.84534
0.0,14,33.857687
0.0,21,33.872579
0.0,14,33.87904
0.0,20,33.94435
1.0,71,34.006489
0.0,15,34.017788
1.0,50,34.083314
0.0,200,34.224642
0.0,17,34.233969
0.0,24,34.277609
0.0,32,34.291932
0.0,18,34.300591
0.0,19,34.309866
0.0,34,34.32668
0.0,10,34.331468
0.0,9,34.337225
1.0,100,34.411743
0.0,34,34.45633
0.0,16,34.463739
0.0,24,34.475941
0.0,22,34.486195
0.0,19,34.495276
0.0,56,34.554281
1.0,38,34.574506
0.0,91,34.655147
0.0,14,34.662681
0.0,28,34.677563
0.0,12,34.682958
0.0,39,34.70222
0.0,5,34.704968
0.0,6,34.708535
0.0,14,34.744678
0.0,8,34.749143
0.0,71,34.786297
0.0,200,34.94413
0.0,13,34.950461
0.0,28,34.963508
0.0,9,34.968195
0.0,24,34.979288
0.0,12,34.984401
0.0,36,35.028101
1.0,87,35.07106
0.0,10,35.076909
0.0,15,35.113421
0.0,124,35.197346
0.0,11,35.202163
0.0,41,35.221047
