#{"t_start": 1544998356.0760517, "env_id": "FrozenLake8x8-v0"}
r,l,t
0.0,53,0.175426
0.0,19,0.175678
0.0,70,0.176523
0.0,26,0.176858
0.0,18,0.177099
0.0,29,0.177484
0.0,34,0.177912
0.0,40,0.178406
0.0,22,0.1787
0.0,26,0.179035
0.0,22,0.17932
0.0,33,0.179741
0.0,25,0.180061
0.0,34,0.180481
0.0,14,0.180671
0.0,51,0.181285
0.0,38,0.181765
0.0,6,0.18187
0.0,92,0.182958
0.0,17,0.183183
0.0,40,0.18367
0.0,50,0.184273
0.0,9,0.184406
0.0,7,0.184517
0.0,9,0.184652
0.0,55,0.185324
0.0,62,0.186085
0.0,21,0.186361
0.0,77,0.187283
0.0,9,0.187419
0.0,31,0.187807
0.0,10,0.187953
0.0,12,0.188122
0.0,62,0.188864
0.0,18,0.189103
0.0,10,0.189249
0.0,76,0.190167
0.0,24,0.19048
0.0,16,0.190698
0.0,11,0.190899
0.0,16,0.191117
0.0,9,0.191252
0.0,36,0.1917
0.0,62,0.192443
0.0,30,0.19282
0.0,31,0.193209
0.0,23,0.193516
0.0,20,0.193779
0.0,90,0.194986
0.0,31,0.195387
0.0,41,0.195891
0.0,13,0.196072
0.0,18,0.196308
0.0,56,0.19698
0.0,41,0.197499
0.0,55,0.198169
0.0,23,0.198467
0.0,9,0.198602
0.0,33,0.199011
0.0,8,0.199132
0.0,50,0.199741
0.0,74,0.200624
0.0,64,0.201407
0.0,24,0.201718
0.0,48,0.202305
0.0,18,0.202542
0.0,8,0.202664
0.0,15,0.202865
0.0,8,0.202995
0.0,13,0.203178
0.0,22,0.203462
0.0,27,0.203801
0.0,15,0.204002
0.0,83,0.204989
0.0,14,0.205189
0.0,17,0.205428
0.0,62,0.206177
0.0,8,0.206301
0.0,20,0.206564
0.0,9,0.206698
0.0,81,0.207683
0.0,13,0.207866
0.0,15,0.208073
0.0,51,0.208698
0.0,22,0.208983
0.0,68,0.209816
0.0,76,0.210734
0.0,64,0.211504
0.0,14,0.211698
0.0,61,0.212428
0.0,10,0.212574
0.0,9,0.212707
0.0,27,0.213049
0.0,69,0.213885
0.0,13,0.214079
0.0,15,0.214282
0.0,53,0.214927
0.0,29,0.215292
0.0,21,0.215564
0.0,52,0.216189
0.0,27,0.216529
0.0,29,0.216887
0.0,12,0.217055
0.0,8,0.217177
0.0,11,0.217334
0.0,12,0.217514
0.0,40,0.218009
0.0,89,0.219062
0.0,6,0.219164
0.0,30,0.219546
0.0,17,0.219774
0.0,61,0.220508
0.0,27,0.220848
0.0,31,0.221234
0.0,5,0.221322
0.0,54,0.22198
0.0,15,0.222185
0.0,14,0.222378
0.0,14,0.222567
0.0,10,0.222712
0.0,38,0.22318
0.0,115,0.224699
0.0,27,0.225057
0.0,78,0.225994
0.0,7,0.226108
0.0,38,0.226572
0.0,77,0.227477
0.0,24,0.227782
0.0,28,0.228132
0.0,70,0.228964
0.0,5,0.229053
0.0,11,0.229211
0.0,21,0.229496
0.0,86,0.230506
0.0,22,0.2308
0.0,18,0.23104
0.0,33,0.231443
0.0,16,0.231655
0.0,5,0.23175
0.0,29,0.232111
0.0,6,0.232209
0.0,67,0.232999
0.0,14,0.23319
0.0,18,0.233436
0.0,172,0.235408
0.0,20,0.235665
0.0,61,0.23638
0.0,34,0.236792
0.0,52,0.237418
0.0,18,0.237653
0.0,16,0.237863
0.0,43,0.238377
0.0,16,0.238588
0.0,28,0.238934
0.0,32,0.239325
0.0,38,0.239785
0.0,30,0.240152
0.0,55,0.240815
0.0,15,0.241014
0.0,26,0.241344
0.0,13,0.241528
0.0,46,0.242079
0.0,18,0.24231
0.0,54,0.242973
0.0,33,0.243378
0.0,17,0.243599
0.0,36,0.244033
0.0,7,0.244142
0.0,29,0.2445
0.0,29,0.244858
0.0,40,0.245348
0.0,10,0.245497
0.0,132,0.247023
0.0,55,0.247676
0.0,32,0.248066
0.0,49,0.248651
0.0,5,0.248738
0.0,20,0.249037
0.0,27,0.249392
0.0,23,0.249686
0.0,5,0.249772
0.0,123,0.251202
0.0,27,0.251539
0.0,18,0.25178
0.0,50,0.252375
0.0,8,0.252496
0.0,25,0.252808
0.0,43,0.253324
0.0,11,0.25349
0.0,12,0.253657
0.0,15,0.253859
0.0,31,0.25424
0.0,12,0.25441
0.0,15,0.254621
0.0,51,0.255236
0.0,41,0.255729
0.0,12,0.255895
0.0,30,0.256268
0.0,35,0.256694
0.0,23,0.256984
0.0,22,0.257264
0.0,19,0.257521
0.0,84,0.258512
0.0,29,0.258872
0.0,33,0.259276
0.0,58,0.259966
0.0,11,0.26012
0.0,54,0.26077
0.0,21,0.261041
0.0,7,0.261151
0.0,32,0.261566
0.0,21,0.261837
0.0,9,0.26197
0.0,20,0.262229
0.0,10,0.262374
0.0,34,0.262794
0.0,44,0.263329
0.0,26,0.263653
0.0,20,0.26391
0.0,23,0.264199
0.0,7,0.264309
0.0,61,0.265035
0.0,11,0.265193
0.0,30,0.265575
0.0,9,0.265711
0.0,56,0.266378
0.0,35,0.266809
0.0,23,0.267102
0.0,29,0.267465
0.0,24,0.267771
0.0,116,0.269127
0.0,15,0.269329
0.0,59,0.270053
0.0,13,0.270233
0.0,31,0.270619
0.0,59,0.271322
0.0,13,0.271502
0.0,11,0.271658
0.0,23,0.271951
0.0,24,0.272258
0.0,24,0.272562
0.0,11,0.272719
0.0,42,0.273233
0.0,18,0.273486
0.0,20,0.273746
0.0,25,0.274062
0.0,24,0.274377
0.0,8,0.2745
0.0,43,0.275022
0.0,17,0.275248
0.0,41,0.275747
0.0,37,0.276198
0.0,41,0.2767
0.0,58,0.277409
0.0,37,0.277866
0.0,13,0.278046
0.0,12,0.278214
0.0,26,0.278544
0.0,29,0.27891
0.0,27,0.279251
0.0,18,0.279489
0.0,8,0.279611
0.0,34,0.280035
0.0,18,0.280271
0.0,42,0.280779
0.0,54,0.28144
0.0,11,0.281599
0.0,28,0.281948
0.0,29,0.282308
0.0,16,0.282521
0.0,9,0.282655
0.0,19,0.2829
0.0,10,0.283044
0.0,20,0.283301
0.0,25,0.283615
0.0,16,0.283828
0.0,43,0.284353
0.0,25,0.284672
0.0,11,0.284827
0.0,22,0.285108
0.0,11,0.285264
0.0,28,0.285622
0.0,19,0.285869
0.0,20,0.286126
0.0,59,0.286831
0.0,7,0.286941
0.0,41,0.287442
0.0,31,0.287825
0.0,24,0.288129
