#{"t_start": 1544913466.2766917, "env_id": "LunarLander-v2"}
r,l,t
-56.581678,110,29.354333
0.219664,163,29.475025
22.794742,110,29.524806
-55.266562,111,29.572652
-19.641378,93,29.617849
-77.30255,79,29.655357
-1.159148,125,29.716641
-22.722787,108,29.829442
11.465366,99,29.879883
-32.829188,120,29.93771
0.73671,117,29.993048
-38.516233,104,30.04212
-52.875493,115,30.09658
-16.320254,108,30.149852
-3.218318,97,30.20007
25.428397,91,30.246128
35.78022,133,30.37155
6.26624,106,30.424211
-19.655197,99,30.468567
-9.12207,109,30.519763
14.842328,105,30.565879
-1.229451,79,30.60072
-2.751075,127,30.660885
-25.55152,82,30.699798
0.365053,110,30.752889
15.472886,121,30.809571
-49.247563,96,30.90976
-30.772782,98,30.955031
-6.125656,112,31.007751
-1.814498,129,31.071463
23.052451,74,31.107621
-26.574575,99,31.156594
-40.921067,94,31.201123
-49.07804,103,31.250473
8.322397,86,31.289602
13.450947,115,31.340386
-43.276679,85,31.379122
24.600413,97,31.486673
-34.233998,99,31.531415
-15.369615,83,31.57001
6.335714,93,31.612949
19.28762,105,31.661007
-21.78147,101,31.706296
1.169085,91,31.746693
0.86837,80,31.783524
-31.669616,113,31.838358
-51.120155,72,31.870089
-19.902231,106,31.975503
-41.074449,111,32.022296
9.205615,126,32.081218
-5.258677,96,32.1245
-15.045328,107,32.176972
3.051433,94,32.219908
-4.17725,119,32.273839
-34.060976,103,32.322153
-42.329436,102,32.368735
-16.07718,104,32.420999
-25.478944,123,32.549258
-4.400848,75,32.585842
42.341236,95,32.634217
32.538604,122,32.694417
-50.906136,92,32.735864
-1.84416,106,32.781587
29.707254,123,32.83656
-14.499303,100,32.883538
-2.524943,79,32.922167
-36.330055,65,32.953008
-28.356191,93,32.998012
-45.013994,117,33.112711
3.247258,114,33.165311
-4.139051,115,33.217417
-53.879228,91,33.258546
-24.725058,91,33.301756
27.188233,86,33.34355
8.201909,81,33.382053
-31.601045,107,33.43086
-30.201382,110,33.483832
